ID,trend,deviation,forecast
185,Seasonnal2,2,"[11.088858814385528, 11.44897760631769, 14.944350237269344, 14.146147734917113, 14.436156773638078, 13.000686042553152, 13.898355257762098, 13.276214535084229, 16.04351246419202, 14.033121982124712, 11.09941064031527, 10.548070681280556, 8.26800712895116, 6.945059361665743, 7.860242717764956, 5.892175405808257, 6.3811249754253, 5.580742986171545, 6.851745142375161, 6.512173931092911, 3.5007873737239965, 7.841759732240891, 5.611373517096555, 6.341971925004422, 7.7462258696027275, 8.544073328261899, 12.000775111270196, 11.354877960849475, 14.767196411262745, 15.109855731645283, 14.832745239676338, 13.487581301739947, 16.021605212291625, 13.541319219171765, 13.280502206394818, 13.016702191467347, 13.31130018515652, 12.645978643277022, 9.056589304315661, 9.739678185976743, 6.967045675593116, 6.348579847904163, 5.332121459319901, 4.477129983401156, 6.8662165148218905, 3.805625895268629, 6.947213336717498, 6.752480941044752, 5.435961834587683, 9.222296017095402, 8.260118054060804, 10.005231861201688, 11.101128861868833, 13.691773354367056, 14.031293472530077, 13.198045535119013, 16.208828006570926, 14.076213220769992, 13.856791267230701, 13.416599708861098, 13.099935962297145, 14.248015633173864, 11.723170152667358, 9.815243102285386, 10.13623917101317, 9.454315338267108, 6.199386142762507, 6.235922030475681, 6.1238625853882205, 6.074383138818314, 3.0859854539130502, 7.002911204348281, 3.7497170787626306, 7.8176046131909835, 6.180313194737637, 9.086217761131312, 10.683690906044308, 10.805244839171602, 10.877097150460582, 10.699856230274332, 11.518634555380409, 15.901693920754369, 13.881756234295175, 15.652293291737266, 14.839653054527275, 12.921160240002525, 12.269692803076794, 13.527150319290232, 12.596299960534589, 9.604245426700885, 10.595207050345294, 9.310551721820236, 6.651093443604568, 5.314125391794817, 6.185436364185571, 5.034679914309563, 5.325587810360482, 4.083601913506662, 4.390136478212183, 4.548786493707239, 7.494834301104828, 7.213592009511355, 6.960591228274828, 10.47655065127264]"
186,Seasonnal2,2,"[10.803397694306234, 12.585739056235006, 12.406237991690531, 14.808180629074663, 16.102728034687946, 13.886801485108851, 15.055098914882034, 14.202701986243206, 13.379829968767964, 11.438406408778878, 13.30599650264009, 10.58046642841937, 8.862969164514872, 7.698942739069956, 9.039822826218863, 5.94097056958613, 5.982316441858517, 5.8549857624201245, 4.270205027738887, 5.353006751997466, 6.902211560112081, 6.569373102984363, 7.614907258983557, 6.885566684666537, 7.433483090778898, 10.354217886875386, 10.315442878756961, 12.575305590136502, 13.494150797499454, 16.10838399830744, 13.511473610653926, 13.684514621586258, 13.8121870805488, 13.93401328284398, 14.314961469665288, 12.333446571125531, 10.806588029805301, 12.308783336317102, 9.54430105720217, 7.0419140336212624, 9.128057614359946, 6.511849727435369, 4.749091917104243, 5.233984261640954, 6.910807933817485, 3.991661433214306, 4.9043673224640365, 6.640295910065552, 7.85090270333166, 7.117029441861932, 6.814335313459871, 11.313001012729044, 10.715802731167072, 14.320483141206335, 15.193819578490366, 12.394633051762447, 14.615542041502813, 15.086097942339336, 14.72919883688943, 13.585025962440092, 15.284410319710041, 14.341094962968349, 12.316740687316404, 10.949337440015675, 9.181412575127219, 10.458074550055915, 8.156274022946901, 5.261489016455059, 6.958759171057904, 7.067835787929214, 3.1487657259377384, 6.543881986773248, 3.4558329148822287, 6.571593120936545, 8.225772982618984, 7.387577240279699, 7.22594015845276, 8.420599093713285, 11.799042064343503, 10.874100802748611, 11.774028791467217, 15.033294212876694, 14.843707690579182, 14.282101175693509, 13.942660924462636, 16.182778443907964, 14.799927334986748, 12.10998148896097, 12.659025897514226, 10.877208803510964, 11.648940604329745, 9.779320735645758, 6.950680014663985, 5.964495378551085, 7.2621890044175075, 4.669594451417199, 6.857887360498466, 5.2650186114820805, 5.447855257368275, 4.338428845103994, 8.344112748616402, 9.214616240545254, 10.465779766955414, 10.494280719872275]"
187,Seasonnal2,2,"[11.437012965639738, 12.872785634676827, 14.329122315502019, 14.225306609782834, 13.229104564238988, 15.75216993184357, 16.340193404864134, 14.550612074195408, 13.897559413813813, 13.783727165943903, 10.735111445689363, 10.367026002722643, 9.76812772884719, 7.045589780953026, 8.568386589821792, 6.2178971937460785, 7.647677160504158, 6.652060796614017, 3.047600994145169, 5.251095280444498, 6.681664414709241, 4.463803192412395, 4.889457787978093, 6.7298015466527294, 9.062154218978218, 11.82321679162229, 11.368748080674308, 13.504169442861437, 15.047042185655519, 16.04189681870442, 13.387965782327793, 13.564549993424558, 14.664422228570444, 15.79545696278776, 13.828599373995484, 13.634206592619858, 13.976429479024517, 12.994121331978937, 8.357433274576387, 6.922578757919595, 5.954433614394267, 6.251842498239187, 7.2423253784721116, 5.679856798817453, 5.0627390869858635, 3.7364180332653536, 5.725284282805225, 4.064450200855427, 7.773087108705747, 8.750743692362985, 10.208131830912883, 8.58743428389798, 11.743248881781028, 11.76102348221041, 14.354587039003825, 15.933888437684217, 13.381753734855828, 14.039110641314776, 13.583564881524365, 16.28476632621927, 16.01345186793608, 13.546202754150405, 11.591192657108385, 12.87145052019217, 8.267933804117547, 8.272491947415986, 6.048912706607957, 7.669867395525428, 5.23875070163178, 6.580905203995203, 6.226731741479183, 4.412793905415612, 5.319786520650184, 5.725591408402998, 6.5990930035736355, 9.208861362127983, 7.271227077654419, 11.33192452643693, 11.533577626312315, 10.81866122006364, 15.012091589465452, 13.555321826016218, 13.995848861357779, 13.843542782117877, 13.32308538054303, 16.065710589466065, 14.16176096770652, 11.901881066781815, 14.155582066673308, 11.434930632955624, 11.840612445274513, 8.057907689008623, 5.766314834201055, 5.263306884428119, 6.738780019066104, 6.189900533227168, 6.367784693197689, 6.983771866104809, 5.8049193751772235, 4.700607041157605, 8.200225746904417, 8.98754019391544, 7.260725321579143, 11.61442718452046]"
188,Seasonnal2,2,"[9.477551048004953, 13.716373931191152, 14.010430668828844, 15.608116275258805, 12.776831394615893, 14.069401051998286, 16.946711866119085, 13.925243533375125, 15.021629346545922, 13.737483797536925, 10.998536363266904, 10.017082279978862, 10.762085504806773, 7.723133523584647, 6.201303064575855, 6.622682265634321, 7.346745917577611, 6.3216254868239945, 4.467874248071456, 5.596331580287684, 5.213297284933138, 7.711899471425434, 7.837558478842839, 7.26418319240414, 10.041596636600332, 11.032721643668175, 9.25386304903807, 11.922879112926804, 11.521291078699909, 12.493389562206648, 14.6177661618982, 14.458883196745559, 16.562044812128295, 13.863816369216153, 14.738469718719475, 13.533745373946068, 12.015711636324252, 9.947201510269965, 11.650962162215887, 10.732774343270819, 5.766016129713269, 7.560317383261572, 6.767746619074267, 5.445041222244235, 4.979404207133693, 6.911310785907663, 5.324724527705941, 7.445012106028569, 6.989922657206989, 9.023515513120092, 8.740460726535835, 9.3619667094422, 10.106364697012989, 12.301742767310806, 15.265980934109688, 12.490560383075689, 13.830302107826041, 14.882377345174842, 15.243855829496756, 16.447299158926665, 14.23135631945631, 14.568724007833385, 11.620669247959672, 9.51344685942544, 10.15824447111843, 9.292855358244559, 9.66301157478016, 4.929630451201902, 5.618344053353459, 3.4303287963828746, 6.02179459907428, 3.29445893812946, 4.230983114391076, 4.047211993214035, 5.969380058007541, 7.511538113774702, 7.4782330450629075, 11.392847692651518, 11.18103397103549, 13.519909602115273, 13.332480224635884, 14.35643224628745, 14.203641487441889, 15.956719017801586, 15.819037188605904, 16.045568654138478, 13.191829741466655, 12.533320353108149, 11.055192081102465, 10.240909330716455, 9.804119507774383, 7.346147165375606, 7.460319006183733, 7.542599347805285, 5.350263705859577, 4.035065794350797, 6.313421579139196, 6.173536855387414, 3.905697779785763, 4.525409592821355, 7.48739825582613, 6.48611006809578, 10.316878379907195, 9.658665987706923]"
189,Seasonnal2,2,"[12.533607263384436, 11.256149222369995, 14.478081234425268, 14.361353245244562, 14.154975636348247, 15.33489118282954, 16.44046738684019, 13.14568056313967, 13.659578695553808, 11.805952068774246, 12.045451993299539, 10.821492665572741, 9.255378738817402, 10.009577871449356, 8.269203966597676, 6.981417366048028, 7.702940579867874, 5.797055069558097, 4.187181887527044, 5.6621660315871996, 5.862427779282174, 5.036029089948159, 8.591012763063938, 8.332705281023227, 9.557624035394467, 9.10164474354134, 11.256545923497777, 12.744139540426705, 14.298642221410383, 14.990792446159528, 12.809039809282218, 16.638529049993224, 15.455919373948028, 14.751691152919783, 14.773404944273032, 12.123789294794122, 13.872671433521441, 11.42205674862226, 10.687229540621951, 6.837206014444491, 7.127779232990564, 4.725211077910899, 4.508504674114837, 6.394788769066758, 6.463287895719199, 4.620134681535737, 5.663169294113866, 5.8818972527389635, 6.195439065544396, 7.392489774626653, 8.621537492833625, 8.456356283806295, 11.12088486855037, 13.446779069545055, 12.230850177416205, 15.311255785524011, 15.45400323544982, 15.349553254148212, 14.09569482297934, 16.464168817038228, 14.671501709497017, 14.289456611535702, 12.205768208959153, 11.549394046547565, 11.342409763311366, 10.275481775292848, 8.057069493132023, 7.318964721601044, 4.31523198785242, 5.512869261988973, 3.773816373915569, 4.2753475604181395, 3.336811837688572, 5.9977192019106695, 6.844408626542461, 6.366790723503062, 10.634646805296299, 11.14483032120635, 9.836882996347835, 11.095288281922429, 13.853734705111403, 12.350633984834023, 16.458368201029685, 14.509179049092289, 13.520973930470145, 14.08669801881721, 12.187355620524972, 15.096326938983438, 13.054072030195218, 12.132385824753763, 9.935294700254587, 9.934297644970512, 8.71443022149098, 5.9989026883175, 5.323440980591368, 4.462782688966785, 5.339035878273858, 5.885546860146405, 4.530511736644728, 6.312331899520994, 4.827658935761959, 7.3084276950593345, 9.035499331969953, 8.572363776009617]"
190,Seasonnal2,2,"[9.894362679618368, 13.10846936215593, 13.31394977722691, 15.424719263479838, 13.199149252268732, 15.458282297930204, 15.845573286996906, 16.277251277992644, 14.69692838344088, 13.441836123849118, 10.422926037395952, 11.389773394115382, 9.132180160394103, 10.274983863554883, 6.305109659911097, 6.5720292894145285, 5.361521555981938, 4.81134238103815, 5.080496318709627, 3.5169242620320427, 6.345579415296514, 4.274091841955281, 6.303863560642132, 8.313542990862382, 7.707600044834768, 10.69118315321969, 10.921185058597606, 12.003670582315365, 12.794272585861393, 13.851680331000264, 15.98504483011589, 14.080684876291555, 13.09824460153185, 15.232873851521177, 15.165541576134034, 13.655655888216266, 10.661987824087424, 11.924148079492838, 9.138161502660472, 6.811773979914423, 9.00142138048936, 5.234686253372058, 7.588304028997144, 5.156230245860676, 4.600430111070278, 4.373801036241698, 6.229834685159027, 7.736967013517736, 7.344613890402427, 8.177417181862454, 10.422028633108706, 10.97208244548441, 9.941842358087458, 12.74385319374618, 15.2906596157354, 14.027258180352016, 13.283880703302223, 13.224448181136033, 13.441971546422778, 14.283666693430728, 13.281352039007036, 11.762717479296183, 13.705102366825404, 10.397388134468738, 8.187969068415672, 9.704446997082828, 7.3917401609157185, 5.207918700203139, 7.570967219026497, 6.83678058516742, 4.058875101155856, 6.421084447289935, 5.13510899674261, 4.272916618797731, 5.90790653444053, 8.749382177963582, 8.40602156788789, 10.751493030557883, 12.29767563369246, 12.839373668409618, 12.611581182253849, 12.505482469172932, 14.65125210639704, 15.908483490351236, 16.635312223548173, 16.242474970728747, 13.536604049970272, 13.807039683607062, 13.207270477358755, 10.02659032614563, 8.675141203460665, 6.919802471966503, 7.2082941497633035, 5.876634572491711, 5.188947297802065, 7.004871318256617, 6.529852454252761, 6.034516403623514, 6.029880672417958, 6.445080096838251, 6.681157250719623, 6.97973497235551, 8.445528681055556, 11.006648589828142]"
191,Seasonnal2,2,"[12.526543199731613, 10.703696605177981, 13.512104743658309, 14.981498736017876, 13.640365178001007, 15.734478035640304, 15.614590374476467, 12.678115554860389, 12.822896823123141, 13.37300555858138, 11.996019361355035, 9.554785834629211, 10.658463072635673, 8.472119704713887, 6.476536658421404, 5.770306574575384, 4.596523340417739, 4.657323588351132, 3.1520365148708205, 4.091703630747048, 5.052091433179379, 5.287552583943645, 7.778375577888584, 8.938551275657698, 10.255119034552754, 8.252119366069607, 11.857995784518243, 12.802076170744172, 13.109892139746322, 15.183101094248293, 14.106756698231056, 16.5815447492917, 16.01908344253797, 15.196481689104854, 15.096744346721813, 11.920757335645346, 12.150087398714792, 10.435768891586616, 9.405515731934901, 10.027889264192444, 8.550661752327962, 7.517785498622718, 5.63597265816766, 5.3608274207185, 3.552790032109293, 6.041851979976336, 3.479719687782983, 6.009756962937052, 5.499627715711611, 6.353502232472427, 9.776387808370893, 8.317970792857835, 11.972094591965298, 14.166759131288853, 13.506792711125259, 15.942990222132444, 15.978062129410821, 15.234622284880178, 15.434591849026056, 14.33612532328259, 14.711100187556662, 12.611353972392319, 10.623799796929067, 11.988911429831415, 10.203849588468248, 8.071554441735596, 9.580722951283793, 5.835678117934993, 6.035294528979073, 5.128211643451058, 5.318597499089574, 4.692302658225987, 4.9388447913555655, 6.898153961880553, 6.034004404216174, 8.332969709798604, 9.271507626494028, 11.552996905780276, 12.541120279956953, 13.714291137183451, 12.43067126517522, 15.94589446334183, 13.587640462116042, 16.597665012154387, 16.216833215519927, 15.498916341047881, 15.177442366904756, 11.909233907296414, 10.652406934762173, 11.483646415565293, 9.445443913518641, 8.67906769576199, 8.288463720339841, 6.314056978003115, 5.2181733511518695, 5.190451455233543, 3.576644188523791, 6.567876610543323, 7.248424633223142, 6.7982673429703775, 7.394363141502147, 8.102750573607132, 7.076691683541612, 9.038606412054756]"
192,Seasonnal2,2,"[10.408401915835196, 13.892074726009902, 15.011306094224409, 13.086644897164751, 16.39755327606934, 14.737616600573702, 13.503713448927806, 12.846439655864131, 15.911978921496665, 13.767105566739348, 12.744239757686238, 11.488147383189272, 8.48122109138523, 10.608034947624503, 7.232290688687265, 6.216783019152844, 6.720763857123709, 6.197742018737005, 7.033087385994494, 6.2284018230482925, 6.971048656296852, 5.306634795576544, 5.777275425443004, 6.495201928705754, 8.63370717937321, 11.104806671209143, 13.177983222341794, 12.577540338909248, 11.954324658105552, 13.384520147380279, 14.701041986907402, 15.106740411142159, 13.023513927761531, 15.27083242695511, 12.787475086657773, 14.370660242445895, 11.87932350472541, 10.475715370102076, 8.412675753331175, 7.040888131640392, 7.114303458632887, 4.957178310676507, 5.243802300473457, 4.476673322319342, 6.794328711012042, 3.074233219723536, 5.272839495396692, 6.152916093885143, 4.940018601659899, 5.77790868061414, 9.629176554922857, 10.677959100911455, 9.45424813961942, 13.23208098318075, 15.260545325853755, 12.174912576887841, 13.748068099765014, 15.71079843645536, 15.595867154092987, 13.479735166137147, 12.964031634515226, 11.659963921266511, 14.109792475882092, 12.662371241968497, 11.286676013514285, 9.130578394734336, 6.529615739818003, 5.301386346269689, 5.709046629434224, 6.842165871074555, 5.394103642437579, 5.333339461490265, 6.306332114931451, 7.525038252681845, 7.352333209955366, 8.507279623362528, 9.090801113540007, 11.513721961749061, 11.693729972287326, 13.972299308116845, 13.877592286717121, 14.199241467438634, 16.526238314872604, 13.469323126112013, 14.155145553552037, 13.677888155178856, 12.469161433782467, 12.976332657967925, 10.484950563177193, 12.959168735417599, 9.653217896243799, 8.174018798567536, 8.781621014235395, 6.561847754010869, 5.752209299662715, 3.3679134524111634, 5.1992196519461205, 4.951459460201914, 4.6891186899281205, 3.93419431311927, 8.129457223461724, 6.6628301580405225, 9.429363333385764, 9.959730700643483]"
193,Seasonnal2,2,"[10.106912036442177, 12.485133540782117, 14.157416001997738, 13.607014457746455, 15.467864171040908, 16.775573687331764, 15.36377014554298, 15.079019021425253, 14.817717108762976, 13.344126669000133, 11.020379589293379, 10.94990636145592, 8.233654736480915, 10.7335410230952, 8.767257491757587, 5.96905156120578, 5.109718241142687, 4.981393204155684, 6.658975544403153, 6.260720683655807, 7.2655959659909755, 5.447391204422394, 7.723874970022691, 6.389135591618668, 8.88529341230521, 11.986370578403388, 12.940634769341099, 14.283692738800227, 11.850671673147325, 12.116963509228057, 15.90970543614494, 16.05092191421732, 14.528616041341337, 14.052450976200227, 12.507709416214013, 12.113707275704854, 11.90292402332082, 11.899858083210589, 10.292867647497822, 8.048234507346685, 9.474701974472527, 6.5094084951113995, 5.5090993271646465, 3.7536282325049513, 3.163931984678695, 5.769933091013785, 6.775498989366477, 7.853203225946369, 5.472373878788195, 8.148650689509992, 10.798106210312337, 8.53293729331213, 10.335410828745331, 10.608724046902918, 11.365841866422553, 13.741279439407577, 13.134128308906485, 16.211916526571446, 13.085360782261509, 13.749386403919138, 12.484744477531786, 14.05410160060938, 12.12350469218729, 11.234308998329727, 8.619220649405971, 9.886973289534538, 7.529842523791186, 5.307305964359633, 6.0507892543652755, 6.823127613830719, 3.2302727282948602, 6.779737443898888, 4.804081437957581, 6.158646435891702, 6.201252106218415, 7.143109673633661, 7.539214699437987, 8.170563559363409, 11.746966010274242, 11.327008468016489, 13.654389272879737, 15.107056656523921, 13.258888221114265, 13.343242555294234, 15.294125155680057, 14.737689282504775, 12.717460465560272, 13.148779219096905, 12.292904487936582, 11.831011743144474, 10.968968904786426, 9.27545477323958, 6.660027027896445, 4.794288337271026, 7.78905102597385, 4.68067260643514, 3.9974508625553513, 5.6971523262787045, 6.5798188894094425, 5.5274817814509385, 5.608765408502881, 7.684563381438752, 9.009566934808785, 9.494032667252778]"
194,Seasonnal2,2,"[13.110831669319223, 11.065867054111157, 15.204708563024521, 14.399520286109711, 13.76037627828208, 15.266568957863768, 15.691813311813105, 14.99560594789951, 14.654419816085053, 11.618948069718652, 11.21091945488406, 11.499489886888675, 8.652390473039759, 10.705126728254042, 8.807719156624309, 4.997784350354882, 6.058639099112402, 3.737364183711186, 4.474218587236438, 5.294263261365739, 3.4168000263150864, 7.09972514997786, 8.062430743450339, 7.4023263069578595, 8.046325751327167, 10.878946513334268, 11.703607702493283, 13.856907626952342, 14.769018824969509, 15.567760573749341, 12.742538829180576, 15.551273171297904, 13.501033281332191, 13.749549200935732, 14.969326659017241, 12.448280922697327, 10.561848521301158, 11.66775848854687, 9.31681249631462, 7.405485891182248, 9.550281398982595, 5.979710014870083, 4.19721472327789, 4.3477415325486595, 3.144288307932488, 6.702306724495851, 3.38828103091313, 5.926274318532519, 8.427254319126682, 6.379313458265715, 8.703577327926261, 10.13832985796182, 9.36619847576292, 10.574377459562877, 12.964180933717094, 14.391034271166475, 14.58886903616298, 15.013436603905818, 16.443022461652774, 12.77805509418214, 12.718449491171814, 13.131421005384082, 10.651533306759312, 9.340326800468144, 10.857220764487003, 6.953464096559627, 8.918356497287592, 6.722655405684455, 5.935844457629513, 4.355890764690104, 5.09619027698511, 3.082420450451141, 6.847953021146419, 7.336293917498627, 6.384909601673253, 9.643980858138317, 9.542789817443868, 9.87148951554968, 9.761958498699723, 12.693146870288887, 14.245499709646653, 13.873748249033731, 13.091529118900622, 14.976573311189735, 14.292903121013332, 13.911491056876297, 13.177680751414165, 13.588218688355717, 10.488597987423681, 12.117467912068152, 9.066106070995485, 10.16647281359861, 8.25977352243714, 7.155047815799544, 4.175361577092183, 6.472193091352233, 5.381800792284138, 4.353875400873461, 6.485112253899561, 6.395371733852065, 8.544474812559962, 5.695388586920228, 9.813959329646512, 9.027929252314838]"
195,Seasonnal2,2,"[10.99202887528309, 14.108615092980735, 13.66292520132022, 13.081882599553182, 14.483811442144066, 16.011979440326083, 13.394922060334661, 13.414387798948454, 15.13916292786092, 12.959099857508956, 12.261075777409001, 10.816066389507085, 10.81190746998081, 9.54708710615942, 6.406303192794631, 7.4676964243965855, 4.39397749142357, 4.399632229448672, 5.694248446154532, 4.558755263991891, 3.4580864138734846, 5.95395553697824, 8.099807638520456, 6.454377515405889, 7.014871904114275, 11.202938423099036, 10.0862341114987, 10.883823274296848, 14.02699126677962, 13.38649981781276, 15.163841822770683, 13.872250582006176, 15.353033623762883, 14.955850316805579, 13.758751002264969, 13.884435703664902, 13.397526796977235, 11.59183456525056, 9.094667894165994, 8.334271974891418, 8.56306188934822, 4.827597540368779, 7.42820573711919, 5.409642393254395, 6.2055757356066685, 5.7929572300990175, 5.078942898899971, 6.61242675806706, 6.7998669779835135, 7.783419398226346, 7.003464132978945, 10.25952689610872, 11.515118239052812, 11.940668582803545, 13.559055136125735, 13.94771438943152, 16.64398963500528, 14.601284453546926, 13.149411966798098, 14.979156483423859, 16.08202012342375, 11.643078667858171, 14.239192692153008, 13.029785843553421, 8.940741272863448, 9.45382246850524, 6.064151716274558, 6.857628051784425, 3.9374457924943957, 3.4360298134191467, 6.860128065801547, 4.558506269632662, 5.204210070392068, 5.85969572738592, 8.558544158043302, 8.377081295735463, 10.193464650443381, 10.45858692912886, 12.083686276239401, 13.080574947315851, 14.9529852552642, 12.339618379830451, 13.24969654071943, 14.106055315780187, 15.626386820269115, 13.659103831418975, 15.998650694718652, 14.73110699980806, 11.490547063230348, 13.184765849652006, 8.679042477954276, 7.210840005508337, 7.602061418300769, 7.728307972806639, 4.618425061775387, 3.603774979397298, 3.2494484955599683, 3.0449443330778676, 5.101594757491017, 5.4052867195280205, 5.914220802304324, 6.8985428334201035, 7.810697955764928, 10.40868328876413]"
196,Seasonnal2,2,"[11.196695542485767, 11.396410969966137, 13.147870419399975, 13.547744683048107, 15.260960823269617, 16.763431320922574, 13.942333130364414, 14.547239399151199, 14.571204502490977, 13.661739814587708, 14.184217274532063, 11.13791704263079, 10.585844615153736, 8.434525735875816, 8.211670555893406, 6.113333357714518, 6.849690754929287, 6.587567614178692, 6.721767053609149, 4.8180469312430825, 6.336997406941803, 5.7225813560624585, 6.261482051042827, 8.137389127546609, 8.570998314192213, 8.73402354258893, 9.55871532024376, 13.397990618889862, 15.18923622831814, 14.148087511166043, 13.199674680939335, 14.435611154821654, 16.320537058192365, 13.07815021949892, 16.106556455627384, 11.82188116208476, 10.568095442336494, 11.691672504353066, 8.0999075733984, 8.14691110635804, 7.415680483045998, 7.021965547072662, 4.029895179931265, 5.976892355257753, 3.1207084857752587, 6.438193397672023, 6.046123748325209, 7.099706096979907, 5.250067081078896, 9.372919802995291, 7.309084834101876, 9.786443182807975, 11.69033615139541, 12.041045320666168, 12.388400645963038, 13.695930440172562, 16.287089772933463, 15.069088298311069, 16.05190645213968, 14.634913816833354, 14.488084149905003, 13.260312971070732, 12.72636224959919, 10.094384841568168, 8.507020738345052, 9.127985764072989, 9.354079670574631, 5.222723324414141, 7.695719606244768, 6.07608734839197, 3.640733088261758, 5.108371006191721, 5.953673588530555, 4.8780361692921765, 7.642291305589694, 8.414924035228163, 8.44920635416193, 9.745803353396452, 10.113687167881974, 12.244771329994897, 11.569627345804818, 12.33968318100441, 15.113155797514196, 14.777743947100603, 14.739340450403926, 14.337693319400138, 15.697968496942877, 13.897217808410185, 12.449777241016257, 9.266547537497193, 9.816947282141754, 7.006001211498993, 6.048716579942468, 6.998128450583241, 5.323364359600229, 3.8813802501088785, 5.525789919478738, 5.134942788440032, 5.455012438607237, 6.227131701172912, 5.752824670536212, 6.72372398180422, 9.06142340751393, 11.704390891000154]"
197,Seasonnal2,2,"[13.149729273556797, 10.429891274914096, 12.411130081274298, 15.862608873979205, 13.840616697099243, 14.340398042860375, 13.930600478588953, 14.801958674154132, 12.850439046687345, 12.533832858273652, 14.151895252834812, 9.722863515348333, 8.128106797899958, 8.598050970789643, 8.389049288437207, 7.7927370265269955, 6.4630361189219325, 4.581568321522091, 6.98919346763, 5.685610055937702, 5.053576315947142, 7.737055313393566, 4.773486797696156, 5.833865566305426, 7.386795662822952, 9.085696403113158, 10.987628182999238, 12.70940918981782, 13.003977746055728, 13.419730811830906, 15.175236591859164, 13.292791107572523, 16.420972909940133, 16.074812736014255, 13.03701932485332, 11.577293605453939, 12.127413110378807, 12.076866417101304, 10.244694540865977, 10.71323608231992, 7.018450546025816, 5.8462337237896085, 5.92076161001201, 4.466098186674148, 6.949335978889563, 3.18446397665915, 6.418684841304073, 7.257973950288786, 6.956715847479043, 9.349489797040736, 8.947869442873557, 10.73124702279094, 9.807793027085632, 11.97881129041856, 12.97104265183394, 14.226814311687262, 15.74573937347291, 14.417386559153654, 16.72773054996211, 13.188551862962562, 15.160512497018374, 14.045034091644538, 12.091495112693472, 11.930691673693449, 10.358244424894023, 8.102286015948362, 6.8878662016272125, 6.735838402488004, 7.239272362641083, 5.524608537179403, 3.626103611755199, 7.010004951847002, 5.105387410867164, 6.9691204984115105, 8.676998252189303, 6.84384263444823, 10.687992778472386, 8.992006758466813, 12.734449665585093, 11.359089968878548, 13.349467218925056, 14.602879850774148, 14.95246052390728, 14.413215141993035, 13.45560037710758, 15.593158041216928, 12.969072147568273, 13.205600633839213, 14.31933687786287, 9.428716390138764, 11.784500212350046, 7.498568795862827, 8.547851507349947, 5.114912959358412, 4.063414610255851, 7.060899531424373, 4.5289199600675, 4.242483789305075, 7.007069356970783, 6.148762474418409, 6.555134367328068, 9.49575589603002, 9.899160159220685, 9.11917955338398]"
198,Seasonnal2,2,"[9.813167890065035, 12.292360052497889, 11.86374384586504, 15.062260919737849, 16.521225002946498, 14.954709616520834, 15.55613342648943, 13.588703048431174, 15.368045563587941, 13.250270470036742, 12.10140605313657, 10.940257604911784, 9.872975464674749, 10.148960115065314, 9.622089363383857, 4.714122059712487, 5.849074843741276, 3.9094639871949735, 4.744425271926095, 5.4591909271778425, 4.9026093019331975, 7.567826272292865, 7.135926171856773, 5.890834808931234, 6.846258860131309, 10.309267100146103, 10.620915941941819, 13.86359967967566, 14.001518694448318, 12.922276254321494, 12.762637021677653, 13.719296272177857, 15.375535630172344, 15.950358831464591, 12.90302507278047, 13.85967249354534, 12.65004933301936, 11.843398358101418, 11.017095168394286, 7.710651544524528, 8.813310857855933, 8.5105688270551, 3.919610297794568, 5.339470039706207, 5.7533326194274625, 6.085034810924191, 3.3282455002601603, 7.695755498341595, 6.908259863761835, 7.82254004794773, 7.100206470808485, 11.976049920373807, 13.01154162502733, 11.555928395378992, 12.738781414758993, 14.57574788159875, 15.339630331007939, 14.886953789890367, 13.904694321863124, 13.22033944743984, 15.302414885423756, 13.101392574789827, 12.151285931259494, 10.21590500571947, 11.11760787963366, 7.527951483478483, 6.735793839241655, 5.525090587774758, 7.3993537373412375, 4.974627620036444, 6.182494967978406, 6.770960289762842, 6.305895670190704, 4.697072688247419, 5.853976666267809, 7.21813981195546, 10.016851504410994, 8.058396250374134, 9.366287454518453, 10.697791907589222, 14.093295218192443, 12.726569973795115, 14.061445944391284, 15.865481072935799, 15.81579131134063, 13.693330877335502, 13.65516687515115, 11.515894454690953, 14.259736532756571, 9.988119578198267, 10.407978326370966, 7.29139439968997, 8.807876265727913, 7.38914089007323, 5.252547324983656, 3.4747172517469176, 5.177954039638091, 4.56963611807066, 3.988070972469756, 7.1476435943761585, 7.687449185026061, 6.694259913964234, 7.4597248632752855, 10.239199282551159]"
